,Job Title, Salary Estimate
1998,Data Engineer,$74K-$140K 
1999,Data Engineer,$74K-$140K 
2000,Data Science Team Lead,$74K-$140K 
2001,Data Engineer,$74K-$140K 
2002,LEAD COMPUTER SCIENTIST - SR. COMPUTER SCIENTIST - SPACE DATA SYSTEMS,$74K-$140K 
2003,Scientist I Metrix,$74K-$140K 
2004,Data Analyst,$74K-$140K 
2005,Data Scientist (Sr.),$74K-$140K 
2006,ANALYST - SCIENTIST - KINETICS,$74K-$140K 
2007,Data Engineer,$74K-$140K 
2008,Data Engineer- Begin with Remote,$74K-$140K 
2009,DATA ENGINEER,$74K-$140K 
2010,Data Analyst,$74K-$140K 
2011,Data Engineer,$74K-$140K 
2012,Business Intelligence Analyst I,$74K-$140K 
2013,ENGINEER - RESEARCH ENGINEER - SCIENTIST - KINETICS,$74K-$140K 
2014,Data Engineer,$74K-$140K 
2015,Data Engineer,$74K-$140K 
2016,Contract Data Analyst,$74K-$140K 
2017,Associate Scientist R&D,$74K-$140K 
2018,Data Engineer,$74K-$140K 
2019,Data Analyst,$74K-$140K 
2020,Data Analyst,$74K-$140K 
2021,Data Science Team Lead,$74K-$140K 
2022,Sr. Fraud Risk Quantitative Analyst,$74K-$140K 
2023,Data Engineer,$74K-$140K 
2024,Contract Data Analyst,$74K-$140K 
2025,Senior Data Analyst,$74K-$140K 
2026,Data Science Team Lead,$74K-$140K 
2027,Federal - Data Engineer - Senior,$83K-$154K 
2028,Senior Data Analyst,$83K-$154K 
2029,Data Engineer,$83K-$154K 
2030,Marketing & Data Analyst,$83K-$154K 
2031,SCIENTIST - MICROENCAPSULATION,$83K-$154K 
2032,Data Engineer,$83K-$154K 
2033,Data Science Team Lead,$83K-$154K 
2034,COMPUTER SCIENTIST,$83K-$154K 
2035,Data Science Team Developers with Security Clearance,$83K-$154K 
2036,Research Scientist II,$83K-$154K 
2037,Federal - Senior Machine Learning Engineer,$83K-$154K 
2038,Business Intelligence Analyst II,$83K-$154K 
2039,COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - INFORMATION EXPLOITATION,$83K-$154K 
2040,DATA ENGINEER (Remote),$83K-$154K 
2041,Clinical Laboratory Scientist II,$83K-$154K 
2042,Data Analyst II - Risk Adjustment Analyst,$83K-$154K 
2043,Cinical Laboratory Scientist II,$83K-$154K 
2044,COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING,$83K-$154K 
2045,Sr. Scientist/Engineer,$83K-$154K 
2046,Clinical Laboratory Scientist II,$83K-$154K 
2047,Data Analyst I,$83K-$154K 
2048,ANALYST - ENGINEER - SCIENTIST - ACOUSTICS,$83K-$154K 
2049,Cyber Security Data Scientist.,$83K-$154K 
2050,Senior Contract Data Analyst,$83K-$154K 
2051,Data Modeler,$83K-$154K 
2052,COMPUTER SCIENTIST - ENGINEER - RESEARCH ENGINEER - ELECTRICAL SYSTEMS,$83K-$154K 
2053,Clinical Laboratory Scientist Team Lead,$83K-$154K 
2054,Data Analyst / Tableau Developer,$83K-$154K 
2055,Senior Contract Data Analyst,$83K-$154K 
2056,Computer Scientist,$83K-$154K 
2057,RESEARCH COMPUTER SCIENTIST - SR. COMPUTER SCIENTIST - SIGNAL PROCESSING,$52K-$91K 
2058,Senior Technical Services Specialist/Scientist,$52K-$91K 
2059,Epidemiology Data Analyst,$52K-$91K 
2060,Urgent Need - Data Modeler,$52K-$91K 
2061,"Epidemiology/Data Analyst San Antonio TX US ID",$52K-$91K 
2062,Research Scientist II with Security Clearance,$52K-$91K 
2063,Business Intelligence Analyst Senior (Chief Financial Office),$52K-$91K 
2064,Senior Data Engineer,$52K-$91K 
2065,Senior Social Scientist,$52K-$91K 
2066,Business Intelligence Analyst III - Credit Card,$52K-$91K 
2067,Research Scientist,$52K-$91K 
2068,Data Engineer ETL Developer,$52K-$91K 
2069,Senior Data Analyst,$52K-$91K 
2070,Epidemiology Data Analyst,$52K-$91K 
2071,Lead Data Analyst,$52K-$91K 
2072,Data Analyst - Top Secret w/ SCI Eligibility,$52K-$91K 
2073,San Antonio Data Science Tutor Jobs,$52K-$91K 
2074,Manager of Data Science,$52K-$91K 
2075,LEAD ENGINEER - SR. COMPUTER SCIENTIST - SR. RESEARCH ENGINEER - UNMANNED SYSTEMS,$52K-$91K 
2076,COMPUTER SCIENTIST - ENGINEER - PERCEPTION SYSTEMS,$52K-$91K 
2077,Senior Data Engineer,$52K-$91K 
2078,Computer Scientist,$52K-$91K 
2079,Biomedical Laboratory Scientist,$52K-$91K 
2080,GENERAL PHYSICAL SCIENTIST,$52K-$91K 
2081,Research Scientist Assistant I/II,$52K-$91K 
2082,COMPUTER SCIENTIST - ENGINEER - RESEARCH ENGINEER - PERFORMANCE METROLOGY,$52K-$91K 
2083,Physical Scientist,$52K-$91K 
2084,Senior Data Engineer,$52K-$91K 
2085,Epidemiologist - Data Analyst,$52K-$91K 
2086,Postdoctoral Scientist - Quantitative Biology and Bioinformatics,$52K-$91K 
2087,COMPUTER SCIENTIST - ENGINEER - DECISION TECHNOLOGIES,$43K-$76K 
2088,Epidemiology/Data Analyst,$43K-$76K 
2089,Data Analyst/Engineers,$43K-$76K 
2090,Research Scientist,$43K-$76K 
2091,Electronics Engineer/Computer Scientist,$43K-$76K 
2092,Business Intelligence Analyst Senior - Marketing,$43K-$76K 
2093,RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. COMPUTER SCIENTIST - SIGNAL PROCESSING,$43K-$76K 
2094,"Data Analyst ( SASSQL)",$43K-$76K 
2095,Computer Scientist,$43K-$76K 
2096,COMPUTER SCIENTIST - ENGINEER - RESEARCH ENGINEER - CYBER-PHYSICAL SYSTEMS,$43K-$76K 
2097,Senior Data Science Analyst,$43K-$76K 
2098,Environmental Compliance Scientist,$43K-$76K 
2099,"Configuration Data Analyst (Secret Clearance Required) San An with Security Clearance",$43K-$76K 
2100,Research Scientist II,$43K-$76K 
2101,Data Science Team Developer,$43K-$76K 
2102,RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. RESEARCH ENGINEER - INDUSTRIAL ROBOTICS,$43K-$76K 
2103,BUSINESS INTELLIGENCE ANALYST,$43K-$76K 
2104,Field Scientist,$43K-$76K 
2105,Data Engineer with Security Clearance,$43K-$76K 
2106,"Configuration Data Analyst (Secret Clearance Required) San Antonio TX US ID",$43K-$76K 
2107,"Applied Cybersecurity Reseach Scientist Advance Cyber Science",$43K-$76K 
2108,Risk Data Analyst,$43K-$76K 
2109,Epidemiology Data Analyst,$43K-$76K 
2110,Data Modeler,$43K-$76K 
2111,Network Data engineer,$43K-$76K 
2112,Senior Data Modeler,$43K-$76K 
2113,Scientist Medical Laboratory II,$43K-$76K 
2114,Sr. Tech Svc Scientist (I),$43K-$76K 
2115,IT Data Science Analyst,$43K-$76K 
2116,Research Scientist Associate IV,$43K-$76K 
2117,Lead Data Scientist,$114K-$146K 
2118,Sr. Principal Data Scientist,$114K-$146K 
2119,Clinical Laboratory Scientist,$114K-$146K 
2120,Associate Integration Scientist 1,$114K-$146K 
2121,Data Analyst,$114K-$146K 
2122,Process Development Scientist/Engineer I/II,$114K-$146K 
2123,Scientist - Biomarker and Flow Cytometry,$114K-$146K 
2124,Data Scientist - Telecommute,$114K-$146K 
2125,JC2002: Research Scientist: Coronavirus research and development,$114K-$146K 
2126,Data Scientist,$114K-$146K 
2127,Data Science & Analytics Intern,$114K-$146K 
2128,Data Science Intern,$114K-$146K 
2129,Data Scientist,$114K-$146K 
2130,Scientist I,$114K-$146K 
2131,Global Big Data Scientist,$114K-$146K 
2132,Data Scientist,$114K-$146K 
2133,Staff Data Scientist - CGM Analytics,$114K-$146K 
2134,Scientist I,$114K-$146K 
2135,"Scientist Product Development",$114K-$146K 
2136,Statistician (Data Scientist) *12 month Roster* *Direct Hire*,$114K-$146K 
2137,Data Scientist,$114K-$146K 
2138,Federal - Data Scientist,$114K-$146K 
2139,"Data Scientist Strategic Research and Analytics",$114K-$146K 
2140,Scientist I,$114K-$146K 
2141,Data Scientist: Advanced Analytics,$114K-$146K 
2142,Data Engineer,$114K-$146K 
2143,Technical Applications Scientist,$114K-$146K 
2144,Data Scientist,$114K-$146K 
2145,Research Scientist,$114K-$146K 
2146,Scientist,$114K-$146K 
2147,"Research Scientist Structural Biologist - CryoEM Data Analyst",$60K-$124K 
2148,Scientist,$60K-$124K 
2149,Data Analyst,$60K-$124K 
2150,Data Scientist,$60K-$124K 
2151,DATA SCIENCE INTERNSHIP,$60K-$124K 
2152,Clinical Data Scientist,$60K-$124K 
2153,Senior Data Scientist,$60K-$124K 
2154,Data Analyst,$60K-$124K 
2155,Data Scientist,$60K-$124K 
2156,Data Engineer,$60K-$124K 
2157,Data Analyst,$60K-$124K 
2158,Data Scientist & Data Engineer,$60K-$124K 
2159,Development Scientist I,$60K-$124K 
2160,Data Scientist,$60K-$124K 
2161,Associate Measurement Data Analyst EC,$60K-$124K 
2162,Scientist,$60K-$124K 
2163,Scientist,$60K-$124K 
2164,Research Data Analyst,$60K-$124K 
2165,Associate Scientist,$60K-$124K 
2166,Production Scientist,$60K-$124K 
2167,Graduate - Data Science for Ocean of Things (DARPA),$60K-$124K 
2168,Sr. Applied Scientist,$60K-$124K 
2169,Data Science Specialist,$60K-$124K 
2170,Scientist,$60K-$124K 
2171,Scientist,$60K-$124K 
2172,Marketing Return Analytics Manager,$60K-$124K 
2173,Applied Scientist,$60K-$124K 
2174,Research Data Analyst,$60K-$124K 
2175,Data Analyst,$60K-$124K 
2176,"Principal Scientist Analytical Chemistry",$60K-$124K 
2177,Research Scientist,$60K-$124K 
2178,JC2001: Research Scientist: Protein chemistry,$46K-$82K 
2179,Research Scientist,$46K-$82K 
2180,Data Analyst,$46K-$82K 
2181,Physical Scientist,$46K-$82K 
2182,Sr. Scientist,$46K-$82K 
2183,Research Scientist,$46K-$82K 
2184,Junior Data Analyst,$46K-$82K 
2185,Research Assistant / Associate Scientist,$46K-$82K 
2186,Senior Data Scientist,$46K-$82K 
2187,Research Scientist,$46K-$82K 
2188,Business Intelligence Analyst,$46K-$82K 
2189,Scientist-Web Developer,$46K-$82K 
2190,"7232 Data Engineer (Analyst/Programmer - Career) Information Technology DevOps",$46K-$82K 
2191,"Data Engineer Amazon Games",$46K-$82K 
2192,Staff/ Sr.Staff Scientist - Assay On Market Support And Development,$46K-$82K 
2193,Clinical Laboratory Scientist Data Review,$46K-$82K 
2194,Data Engineer,$46K-$82K 
2195,Scientist,$46K-$82K 
2196,Scientist Web Developer,$46K-$82K 
2197,Senior Data Scientist,$46K-$82K 
2198,Data Analyst,$46K-$82K 
2199,System Performance Modeling Engineer,$46K-$82K 
2200,Senior Data Analyst,$46K-$82K 
2201,Associate Scientist,$46K-$82K 
2202,"Business Intelligence Analyst I Decision Support Services",$46K-$82K 
2203,CRISPR Scientist,$46K-$82K 
2204,Lead Data Scientist,$46K-$82K 
2205,Data Analyst,$46K-$82K 
2206,Power & Performance Data Engineer,$46K-$82K 
2207,Scientist (Translational Development),$46K-$82K 
2208,Bioanalytical Scientist,$83K-$165K 
2209,Research Scientist-Protein Biochemistry,$83K-$165K 
2210,RESEARCH SCIENTIST,$83K-$165K 
2211,Business Intelligence Analyst,$83K-$165K 
2212,Sr Staff Scientist,$83K-$165K 
2213,"Scientist In Vivo Pharmacology",$83K-$165K 
2214,Data Engineer,$83K-$165K 
2215,"Scientist DMPK",$83K-$165K 
2216,Aquatic Scientist,$83K-$165K 
2217,"Data Scientist 2 (Tableau - Statistics (IT Portfolio) Predictive Analysis & Visualization)",$83K-$165K 
2218,"Scientist GPCR Molecular and Cellular Pharmacology - La Jolla",$83K-$165K 
2219,Sr. Data Scientist,$83K-$165K 
2220,"Data Scientist Senior",$83K-$165K 
2221,Research Scientist-Computational Chemist,$83K-$165K 
2222,QC Scientist,$83K-$165K 
2223,Video Codec Scientist,$83K-$165K 
2224,Sr. Data Scientist,$83K-$165K 
2225,QC Associate Scientist,$83K-$165K 
2226,"Scientist Histology",$83K-$165K 
2227,Analytical/QC Scientist,$83K-$165K 
2228,Senior Consulting Data Analyst,$83K-$165K 
2229,Research Scientist-Medicinal Chemistry,$83K-$165K 
2230,Data Analyst,$83K-$165K 
2231,Jr. Big Data Engineer,$83K-$165K 
2232,Business Data Analyst (SQL / Tableau),$83K-$165K 
2233,Data Analyst,$83K-$165K 
2234,Data Engineer,$83K-$165K 
2235,Senior Scientist (REPOSTED 07/13/2020),$83K-$165K 
2236,Senior Data Analyst,$83K-$165K 
2237,COMPUTER SCIENTIST,$83K-$165K 
2238,Business Intelligence Analyst,$71K-$122K 
2239,Data Analyst,$71K-$122K 
2240,Computer Scientist,$71K-$122K 
2241,Data Engineer,$71K-$122K 
2242,Data Analyst - VerityStream,$71K-$122K 
2243,Research Scientist,$71K-$122K 
2244,Research Scientist-Structural Biology,$71K-$122K 
2245,"Data Scientist 2 (Tableau Statistics (IT Portfolio) Predictive Analysis & Visualization)",$71K-$122K 
2246,Machine Learning Engineer,$71K-$122K 
2247,Data Engineer-SQL-PLSQL-HANA,$71K-$122K 
2248,"Scientist Discover Biology",$71K-$122K 
2249,Data Engineer,$71K-$122K 
2250,Clinical Laboratory Scientist - Data Review,$71K-$122K 
2251,"Scientist/Associate Scientist Translational Science",$71K-$122K 
2252,Bioinformatics Scientist - Cancer Biology/Genomics,$71K-$122K 
2253,"Scientist / Associate Scientist Translational Science",$71K-$122K 
2254,Bioinformatics Scientist,$71K-$122K 
2255,"Assistant Associate or Full Research Scientist (FY 19-20)",$71K-$122K 
2256,Data Engineer,$71K-$122K 
2257,Analytical Development Associate Scientist,$71K-$122K 
2258,"Director Data Partnering Informatics and Predictive Sciences – Enterprise Information Management",$71K-$122K 
2259,Automotive eCommerce Data Analyst - Remote,$71K-$122K 
2260,Cybersecurity Engineer - Analytics and Data Science,$71K-$122K 
2261,Computer Research Scientist,$71K-$122K 
2262,Data Engineer,$71K-$122K 
2263,Data Engineer SQL-PLSQL-HANA,$71K-$122K 
2264,Bioinformatics Scientist,$71K-$122K 
2265,Senior Machine Learning Engineer,$71K-$122K 
2266,"Principal Scientist Early Development Predictive Sciences Oncology",$71K-$122K 
2267,Data Engineer,$71K-$122K 
2268,Molecular Researcher and Data Analyst,$39K-$69K 
2269,(CLS) Clinical Lab Scientist - Microbiology,$39K-$69K 
2270,Data Analyst III,$39K-$69K 
2271,Scientist - Cell Culture Development,$39K-$69K 
2272,"Data Scientist 3 (Tableau - Statistics (Fleet Readiness) Tableau - Statistics (IT Portfolio) Predi",$39K-$69K 
2273,Data Engineer,$39K-$69K 
2274,"Data Analyst 3 (San Diego or Atlanta GA)",$39K-$69K 
2275,Data & Business Intelligence Analyst,$39K-$69K 
2276,Downstream Scientist,$39K-$69K 
2277,Scientist - Ophthalmology,$39K-$69K 
2278,Data Engineer and Visualization Developer,$39K-$69K 
2279,"Principal Scientist Machine Learning",$39K-$69K 
2280,#105054 (CLS) Clinical Lab Scientist - Microbiology,$39K-$69K 
2281,"Temporary Research Scientist Medicinal Chemistry",$39K-$69K 
2282,Senior Bioprocess Scientist - Fermentation,$39K-$69K 
2283,Bioinformatics Scientist,$39K-$69K 
2284,"Data Labelling Data Science Data Curation and Software QA Role",$39K-$69K 
2285,EUV Staff Systems Scientist,$39K-$69K 
2286,Sr. Data Analyst,$39K-$69K 
2287,Fleet Optimization Data Analyst (Solar + Storage),$39K-$69K 
2288,"Scientist In vivo",$39K-$69K 
2289,SWRMC Assessments Junior Data Analyst,$39K-$69K 
2290,"Scientist Sequencing Biochemistry",$39K-$69K 
2291,"Scientist Discovery Toxicology",$39K-$69K 
2292,Sr. Research Scientist II (AD),$39K-$69K 
2293,Temporary Lecture - Data Science Program,$39K-$69K 
2294,"Scientist/Associate Scientist Process Development",$39K-$69K 
2295,Jr. Data Engineer,$39K-$69K 
2296,"Research Scientist Medicinal Chemistry",$39K-$69K 
2297,Clinical Research Data Manager,$39K-$69K 
2298,Senior Scientist - Computational Biology,$88K-$140K 
2299,Deep Learning Research Scientist / Engineer (Deep Learning & Algorithms),$88K-$140K 
2300,Systems Analyst - Data Integration and ETL process,$88K-$140K 
2301,"Scientist Cellular Reprogramming and Engineering",$88K-$140K 
2302,Big Data Engineer,$88K-$140K 
2303,Machine Learning Engineer with DevOps(Expertise in CI/CD & Python Programming),$88K-$140K 
2304,"Scientist Oncology",$88K-$140K 
2305,"Sr. Scientist DMPK",$88K-$140K 
2306,Bioinformatics Scientist,$88K-$140K 
2307,"Lead Scientist Neurobiology (m/f/d)",$88K-$140K 
2308,"Scientist CAR-T",$88K-$140K 
2309,"Director Data Sciences Non Clinical Safety",$88K-$140K 
2310,"Associate Scientist In Vivo Pharmacology",$88K-$140K 
2311,Lead Healthcare/Claims Data Scientist,$88K-$140K 
2312,Data Integration Architect,$88K-$140K 
2313,Research Scientist - Perovskite Solar Cell,$88K-$140K 
2314,Product Development Scientist - Cell Analysis,$88K-$140K 
2315,Senior Data Analyst,$88K-$140K 
2316,Senior Scientist (Molecular Dx Dermatology,$88K-$140K 
2317,Sr Data Engineer (DBA),$88K-$140K 
2318,"Senior Scientist ADME",$88K-$140K 
2319,"Temporary Research Scientist Medicinal Chemistry",$88K-$140K 
2320,Data Analyst IV,$88K-$140K 
2321,Data Engineer II,$88K-$140K 
2322,Sr Data Engineer-Supply Chain,$88K-$140K 
2323,Research Scientist — Video Coding Standards,$88K-$140K 
2324,"Director Safety Scientist: 2020",$88K-$140K 
2325,Molecular Researcher and Data Analyst,$88K-$140K 
2326,"Scientist Stability Coordination",$88K-$140K 
2327,Lead Data Engineer/Architect,$88K-$140K 
2328,Deep Learning Research Scientist / Engineer (Deep Learning Algorithms),$74K-$129K 
2329,Sr. Data Analytics consultant,$74K-$129K 
2330,"Data Analyst 3 (San Diego or Atlanta GA)",$74K-$129K 
2331,"Sr Scientist Protein Chemistry",$74K-$129K 
2332,IS Data Architect,$74K-$129K 
2333,Scientist - Bioanalytical Assays,$74K-$129K 
2334,HPC Systems and Data Engineer,$74K-$129K 
2335,"Associate Scientist Analytical Chemistry",$74K-$129K 
2336,Data Engineer with SQL,$74K-$129K 
2337,Aquatic Scientist,$74K-$129K 
2338,In Vitro In Vivo Scientist,$74K-$129K 
2339,Computer Scientist,$74K-$129K 
2340,Research Scientist - In Vitro PK / Oncology,$74K-$129K 
2341,Quantitative Analytics Consultant,$74K-$129K 
2342,Data Analyst 3,$74K-$129K 
2343,"Data Engineer AWS ETL Python - San Diego CA (remote for now",$74K-$129K 
2344,Data Analyst Junior,$74K-$129K 
2345,Scientist (Chemistry),$74K-$129K 
2346,Data Analyst - VerityStream,$74K-$129K 
2347,"Senior Scientist/Engineer Process Development",$74K-$129K 
2348,Automotive eCommerce Data Analyst,$74K-$129K 
2349,Data Architect / Engineer,$74K-$129K 
2350,"Principal Scientist Chemical Development",$74K-$129K 
2351,Scientist – System Integration,$74K-$129K 
2352,Data Architect / Engineer,$74K-$129K 
2353,"Senior Scientist/Engineer Early Stage Process Development",$74K-$129K 
2354,"Data Scientist 3 (Tableau Statistics (Fleet Readiness) Tableau Statistics (IT Portfolio) Predictive Analysis & Visualization)",$74K-$129K 
2355,Senior Data Engineer,$74K-$129K 
2356,Data Analyst III (Healthcare Analytics),$74K-$129K 
2357,#104733 HPC Systems and Data Engineer,$74K-$129K 
2358,"Senior Scientist/Principal Scientist Molecular and Cellular Biology",$114K-$211K 
2359,Senior Scientist - CMC Analytical Development,$114K-$211K 
2360,"Staff Scientist Molecular Diagnostics",$114K-$211K 
2361,"Principal Scientist HEOR",$114K-$211K 
2362,Process Development Scientist/Engineer - MSAT/Process Development,$114K-$211K 
2363,Risk Analytics Manager,$114K-$211K 
2364,"Senior Scientist Medicinal Chemistry - Discovery Chemistry - La Jolla",$114K-$211K 
2365,"Research Scientist I Medicinal Chemistry",$114K-$211K 
2366,Clinical Scientist,$114K-$211K 
2367,Clinical Scientist,$114K-$211K 
2368,"Scientist II Potency Assay Development",$114K-$211K 
2369,Staff or Sr. Scientist Pharm R&D,$114K-$211K 
2370,"Principal Scientist Assay Development",$114K-$211K 
2371,"Senior Scientist / Principal Scientist DMPK",$75K-$149K 
2372,"Staff Scientist Assay Development",$75K-$149K 
2373,"Principal Scientist Cheminformatics",$75K-$149K 
2374,Data Integration and Standardization Specialist,$75K-$149K 
2375,Sr. Scientist - Digital & Image Analysis/Computational Pathology,$75K-$149K 
2376,"Scientist / Sr Scientist Computational Chemist (Drug Discovery)",$75K-$149K 
2377,"Sr. Scientist Molecular POC",$75K-$149K 
2378,Scientist - Comparative Medicine,$75K-$149K 
2379,Scientist - Immunotherapeutic Design,$75K-$149K 
2380,Scientist/Web Developer,$75K-$149K 
2381,Technical Service Scientist,$75K-$149K 
2382,Scientist / Sr. Scientist – Cell Line Development,$75K-$149K 
2383,"Assistant Associate or Full Project Scientist - Biomedical Informatics",$75K-$149K 
2384,"Scientist II DMPK",$112K-$211K 
2385,"Scientist / Associate Scientist Cancer Immunotherapy",$112K-$211K 
2386,Business Data Analyst III,$112K-$211K 
2387,In Vivo Principal Scientist,$112K-$211K 
2388,"Principal Scientist Translational Pharmacology",$112K-$211K 
2389,Operations Scientist 1,$112K-$211K 
2390,Scientist 1 - Biology/Microbiology--Rodent Handling,$112K-$211K 
2391,Associate Scientist - PCR,$112K-$211K 
2392,Sr. Scientist Analytical Method Development,$112K-$211K 
2393,"Assistant Associate or Full Research Scientist - Medical Genetics",$112K-$211K 
2394,"Sr. Scientist Clinical Development",$112K-$211K 
2395,Senior Scientist - Immunotherapeutic Design,$112K-$211K 
2396,"Sr Associate Scientist Phage Display Molecular Biology",$112K-$211K 
2397,CLINICAL LABORATORY SCIENTIST,$112K-$211K 
2398,"Staff Scientist Image & Signal Processing Engineer",$112K-$211K 
2399,Sr. Scientist - NGS Assay Development,$112K-$211K 
2400,Scientist/Associate Scientist Cancer Immunotherapy (CAR / TCR Biology),$112K-$211K 
2401,Clinical Laboratory Scientist II,$112K-$211K 
2402,"Senior Scientist Biochemistry/Bioconjugation",$112K-$211K 
2403,"Sr. Computational Biologist Immuno-Oncology",$112K-$211K 
2404,"Scientist / Senior Scientist Neuroscience Research",$112K-$211K 
2405,"Manager Real Estate Data Science & Strategy",$112K-$211K 
2406,"Senior Associate Scientist Parallel Medicinal Chemistry - Discovery Chemistry - La Jolla",$62K-$127K 
2407,In Vivo Senior Principal Scientist,$62K-$127K 
2408,"Senior Scientist Process Development",$62K-$127K 
2409,"Senior Scientist Molecular Diagnostics",$62K-$127K 
2410,Research Associate/Associate Scientist – Chemistry Product Development,$62K-$127K 
2411,"Genomics Field Applications Scientist North America",$62K-$127K 
2412,"Scientist I Molecular POC",$62K-$127K 
2413,"Assistant Associate or Full Research Scientist - Head of the Human Liver Cell Isolation Lab",$62K-$127K 
2414,Clinical Research Data Specialist II,$62K-$127K 
2415,"Sr. Computational Biologist Oncology Drug Discovery",$62K-$127K 
2416,"Manager/Sr Scientist Genomic Application",$62K-$127K 
2417,Senior Data Engineer,$62K-$127K 
2418,"Principal Scientist Assay Development",$62K-$127K 
2419,"Principal Research Scientist/ Statistician Real World Evidence/ Late Phase",$86K-$178K 
2420,"Senior Scientist Process Science - Analytical Sciences",$86K-$178K 
2421,Health Data Analyst IV,$86K-$178K 
2422,Research Scientist - SRA,$86K-$178K 
2423,Sr. Data Manager (Sr. Associate),$86K-$178K 
2424,Systems Analyst - Data Integration,$86K-$178K 
2425,"Principal Scientist Medicinal Chemistry - Discovery Chemistry",$86K-$178K 
2426,"Senior Scientist Quality Control",$86K-$178K 
2427,"Computational Modeling Senior Scientist",$86K-$178K 
2428,Computational Biologist/Bioinformatics Position,$86K-$178K 
2429,Field Application Scientist (Sales Engineer) Process Management Informatics,$86K-$178K 
2430,"Associate Scientist Quality Control",$86K-$178K 
2431,Clinical Lab Scientist (CLS),$86K-$178K 
2432,"Senior Scientist Analytical Development",$86K-$178K 
2433,"Sr. / Principal Scientist Toxicology",$86K-$178K 
2434,"Sr. Scientist Clinical PK/PD",$86K-$178K 
2435,"Principal Scientist DMPK/Analytics: 2020-33",$86K-$178K 
2436,Administrative Assistant / Data Analyst Supporting the DEA #20-318,$86K-$178K 
2437,Project Environmental Engineer / Scientist,$86K-$178K 
2438,Data Science Program Coordinator,$86K-$178K 
2439,"Senior Principal Scientist Molecular Pharmaceutics Oncology",$110K-$169K 
2440,"Sr Principal Scientist Protein Engineering Biologics Discovery",$110K-$169K 
2441,"Associate Scientist / Senior Research Associate Cancer Immunotherapy",$110K-$169K 
2442,Senior Scientist - Medical Device,$110K-$169K 
2443,"Senior Scientist/Associate Director DMPK",$110K-$169K 
2444,Senior Scientist – Immunotherapeutic Design,$110K-$169K 
2445,"IT Storage Data Analyst / Architect - IT Engineer Sr Staff",$110K-$169K 
2446,Automatic Benchmark Research Scientist - San Diego,$110K-$169K 
2447,Sr Data-Applied Scientist-PCCI,$12K-$112K 
2448,Data Scientist,$12K-$112K 
2449,Data Analyst I,$12K-$112K 
2450,Data Scientist,$12K-$112K 
2451,Data Scientist (remote),$12K-$112K 
2452,Data Scientist / Statistician,$12K-$112K 
2453,Healthcare Data Scientist,$12K-$112K 
2454,Data Scientist I,$12K-$112K 
2455,Data Scientist,$12K-$112K 
2456,Data Scientist,$12K-$112K 
2457,Data Analyst - Retail (Entry Level),$12K-$112K 
2458,Data Scientist,$12K-$112K 
2459,Data Scientist - Nationwide Opportunities,$12K-$112K 
2460,Data Scientist,$12K-$112K 
2461,Federal - Data Scientist,$12K-$112K 
2462,Data Scientist,$12K-$112K 
2463,"Scientist Data",$12K-$112K 
2464,Six Flags Corporate Data Scientist,$12K-$112K 
2465,Data Analyst II,$12K-$112K 
2466,Data Scientist needed - 10 positions,$12K-$112K 
2467,Associate Data Scientist,$12K-$112K 
2468,Data & Analytics Consultant,$12K-$112K 
2469,Data Analyst Intern,$12K-$112K 
2470,Data Analyst - Healthcare Fraud,$12K-$112K 
2471,Data Scientist,$12K-$112K 
2472,Data Scientist,$12K-$112K 
2473,Data Scientist,$12K-$112K 
2474,Data Scientist,$12K-$112K 
2475,Data Scientist,$12K-$112K 
2476,Data Scientist,$12K-$112K 
2477,Sr Data-Applied Scientist-PCCI,$12K-$111K 
2478,Data Science - Analyst/Associate - Security Incident Response Team,$12K-$111K 
2479,IGNITE Graduate Development Program - Application Developer / Data Scientist / Business Analyst,$12K-$111K 
2480,Associate Data Scientist,$12K-$111K 
2481,Midlevel Data Scientist,$12K-$111K 
2482,Data Scientist,$12K-$111K 
2483,Data Scientist,$12K-$111K 
2484,Analytic Consultant 4,$12K-$111K 
2485,IGNITE Graduate Development Program Application Developer / Data Scientist / Business Analyst,$12K-$111K 
2486,Data Science – Analyst/Associate - Security Incident Response Team,$12K-$111K 
2487,Senior Data Scientist,$12K-$111K 
2488,Data Scientist,$12K-$111K 
2489,Data Scientist,$12K-$111K 
2490,Research Scientist,$12K-$111K 
2491,"Junior Data Scientist Analytics",$12K-$111K 
2492,Quantum Data Scientist (Industrial-Process sector),$12K-$111K 
2493,Senior Data Scientist,$12K-$111K 
2494,Data Scientist,$12K-$111K 
2495,Data Scientist,$12K-$111K 
2496,Data Scientist,$12K-$111K 
2497,Data Scientist,$12K-$111K 
2498,DATA ANALYST,$12K-$111K 
2499,Machine Learning Engineer,$12K-$111K 
2500,Data Analyst,$12K-$111K 
2501,(Senior) Human Scientist,$12K-$111K 
2502,Data Analyst,$12K-$111K 
2503,Data Scientist,$12K-$111K 
2504,Data Analyst,$12K-$111K 
2505,Performance Improvement Data Analyst,$12K-$111K 
2506,Data analyst,$12K-$111K 
2507,Statistician (Data Scientist) *12 month Roster* *Direct Hire*,$12K-$111K 
